	gamma_T0vT12	gamma_T0vT12	gamma_T0vT12	gamma_T0vT12	gamma_T0vT18	gamma_T0vT18	gamma_T0vT18	gamma_T0vT18
pseudo_2229	0.089454874	0.569703403	0.372721121		0.015988617	1.339482887	1.128683276	
pseudo_223	0.08907232	0.028064767	0.03022855		0.036705581	0.004893455	0.022196688	
pseudo_2230	0.464871481	0.113148817	0.00639012		1.685081859	0.085428559	0.134714224	
pseudo_2231	0.291168003	1.469313587	0.0730394		0.681876401	0.186878573	0.021236093	
pseudo_2232	0.591054581	0.792265154	0.95439548		3.500419625	0.827177135	2.969183994	
pseudo_2233	0.464225597	0.124254987	0.469814992		0.048348197	0.251411065	0.051312487	
pseudo_2234	0.014297937	0.026815694	0.005186328		0.116098592	0.357823735	0.102214614	
pseudo_2235	0.293932189	0.018131445	0.041226474		0.287442932	0.102727406	0.179771313	
pseudo_2236	0.059518611	0.578182874	0.171498554		0.111944926	0.072887832	0.112474645	
pseudo_2237	0.001981315	0.177948712	0.033191164		0.025813044	0.035115481	0.005992333	
pseudo_2238	0.005432549	0.007133374	0.003367784		0.037051527	0.023162935	0.012534557	
pseudo_2239	0.028702767	0.223698213	0.019617431		0.425471092	0.002360962	0.160583824	
pseudo_224	0.010258877	0.072942617	0.060844554		0.003856658	0.225547528	0.143096937	
pseudo_2240	0.122796475	0.103854411	0.135978425		0.014868323	0.00278641	0.006103321	
pseudo_2241	0.076585354	1.21740005	0.076930198		0.02319158	2.337975341	0.330986384	
pseudo_2242	0.209940637	0.229973997	0.365948393		0.02608865	0.003360505	0.340465883	
pseudo_2243	0.020095742	0.422274748	0.134429121		0.676091193	0.506550882	0.558242235	
pseudo_2244	0.093822314	0.218266604	0.079766346		0.435291034	0.2176771	0.289799711	
pseudo_2245	0.15485844	0.01418901	0.020281534		0.085360793	0.042913545	0.090978794	
pseudo_2246	0.13808163	1.016876825	0.602566404		0.701210028	0.538730593	0.798507583	
pseudo_2247	0.201569214	0.154820883	0.102227183		0.675039985	0.098755496	0.528976481	
pseudo_2248	0.251586484	0.007191016	0.113269017		0.00695506	0.140569206	0.086404302	
pseudo_2249	0.200300926	0.04432896	0.053802535		8.03E-05	0.008723384	0.000496122	
pseudo_225	0.597413138	0.012050074	0.202426211		0.348222026	0.071434448	0.000158714	
pseudo_2250	0.040311836	0.124615847	0.020599021		0.082798936	0.083165218	0.076237962	
pseudo_2251	0.103586491	0.280548614	0.153060934		0.027705476	0.025199028	0.006172731	
pseudo_2252	0.946058445	0.561137259	0.044777437		0.148359419	1.681710736	0.285366396	
pseudo_2253	0.024812842	0.163740409	0.139264372		0.03982408	0.020736539	0.065230919	
pseudo_2254	0.010858623	0.001509531	0.00417817		0.006094312	0.378938245	0.174784885	
pseudo_2255	0.061855376	0.002150622	0.029227611		0.002415886	0.122126445	0.015566392	
pseudo_2256	0.155190895	0.254988319	0.021525713		0.028428154	0.183196282	0.096778836	
pseudo_2257	0.711244278	0.749011786	0.900060888		0.637773609	0.040497876	0.160337628	
pseudo_2258	0.023177435	0.175638971	0.028851699		0.917711349	0.057618722	0.168034615	
pseudo_2259	0.141593502	0.917301815	0.430251439		0.02886027	0.423383692	0.207951136	
pseudo_226	0.233196115	0.010342591	0.071864849		0.48088278	0.064491381	0.258353918	
pseudo_2260	1.504800357	3.072408823	3.054156903		2.795875088	0.354025604	1.59565405	
pseudo_2261	0.875151854	1.033140241	1.225950213		0.118076622	0.026850459	0.100792352	
pseudo_2262	0.097682949	0.049747738	0.05759288		0.086506304	0.279451006	0.242141274	
pseudo_2263	0.364550184	0.051712061	0.200079077		0.261059741	0.289887394	0.729318864	
pseudo_2264	2.326711539	1.172931589	2.07216573		0.018223507	0.220069351	0.092882796	
pseudo_2265	0.521715944	0.009852868	0.198075753		0.075325481	0.097019741	0.033584351	
pseudo_2266	0.012264667	0.614133737	0.047901064		0.030149585	0.367468849	0.15192352	
pseudo_2267	0.011067524	0.563007605	0.162774896		0.002790471	0.055279243	0.035215981	
pseudo_2268	1.786540183	0.640580254	0.868644997		0.213424816	0.573439738	0.581047832	
pseudo_2269	1.275832932	0.153133761	0.893735663		1.182532332	0.098847218	0.452991567	
pseudo_227	0.015903282	0.217072594	0.216384129		0.155876303	0.434531885	0.203707976	
pseudo_2270	0.06006486	2.111650491	0.508495727		0.002881184	2.264440845	0.810699811	
pseudo_2271	0.01413999	0.993303503	0.293242764		0.028244293	0.579000069	0.066361354	
pseudo_2272	0.061144047	0.46692992	0.045234967		0.069907675	0.045294226	0.050615753	
pseudo_2273	0.9767585	0.173373019	0.025096385		0.760022454	0.211777785	0.06576338	
pseudo_2274	0.060441292	0.014525714	0.051818239		0.92632696	0.185892046	0.433962914	
pseudo_2275	0.054555648	1.972657927	0.806243357		0.017260695	0.355117974	0.086364365	
pseudo_2276	0.005527614	0.092683065	0.012812229		0.086230867	0.006677595	0.008642628	
pseudo_2277	0.266703504	0.04809804	0.189085204		0.01800518	0.05437725	0.0454717	
pseudo_2278	0.715762571	0.00663691	0.224721926		0.259430969	0.018843698	0.16727352	
pseudo_2279	0.213119624	0.0938486	0.024613028		0.117539378	0.104127753	0.047479646	
pseudo_228	0.516938242	0.004661964	0.214588185		0.798260614	0.001046921	0.119475047	
pseudo_2280	7.91E-05	0.059908592	0.023053391		0.090435136	0.039833511	0.008613428	
pseudo_2281	0.065650564	1.273686028	0.327842822		0.008414051	0.507452749	0.278950427	
pseudo_2282	0.059228599	0.019983246	0.039029599		0.026299555	0.019253639	0.053386128	
pseudo_2283	0.458895603	0.513101514	0.685256061		0.364967235	1.008604909	0.760760634	
pseudo_2284	0.812087278	0.04343028	0.106150208		0.11492283	0.318521043	0.059643616	
pseudo_2285	0.832326934	0.008963966	0.124250053		0.146779769	0.093576173	0.02985757	
pseudo_2286	0.057993776	0.314135129	0.081126598		0.293369633	2.641283275	1.199656663	
pseudo_2287	0.749631985	0.55888991	0.853969498		0.019089402	0.047644091	0.048630728	
pseudo_2288	0.00537462	0.121355654	0.064330204		0.340251979	0.05188176	0.129151329	
pseudo_2289	0.102109158	0.075564798	0.244889824		0.122143359	0.059741079	0.21696774	
pseudo_229	1.197401218	0.005017204	0.619747707		1.398987075	0.185476833	0.785329491	
pseudo_2290	0.062194628	0.392684926	0.525309211		0.044787507	0.238994316	0.142891804	
pseudo_2291	0.345653982	0.079864215	0.01811438		0.36202051	0.114980975	0.301258099	
pseudo_2292	0.480479487	0.040642077	0.316023164		0.116278811	0.134610975	0.219902658	
pseudo_2293	0.203777218	0.239129522	0.312813684		0.062150179	0.119592255	0.100645383	
pseudo_2294	0.06212024	0.020354725	0.051175657		0.040895461	0.053823559	0.010593736	
pseudo_2295	0.160385919	0.029351801	0.047902538		0.037194616	0.113405943	0.11362595	
pseudo_2296	0.019103383	0.419976097	0.123252789		0.28180983	0.370356528	0.25232144	
pseudo_2297	0.111212121	0.029390861	0.071707756		0.000217278	0.022345253	0.036428305	
pseudo_2298	0.040717243	1.355574023	0.376900852		0.984314681	1.489170327	1.485963302	
pseudo_2299	0.120697521	0.566727991	0.034528688		0.015379862	0.100204917	0.023508441	
pseudo_23	0.081163784	0.042835138	0.074622819		0.095564172	0.013474629	0.023748123	
pseudo_230	0.033464612	0.65307291	0.305036175		0.00469633	0.018239921	0.023467948	
pseudo_2300	0.668083118	0.029466181	0.198116844		0.088241107	0.199321083	0.174414058	
pseudo_2301	0.001294955	0.148849993	0.066373832		0.151685944	0.08937441	0.149217379	
pseudo_2302	1.093423947	0.388222872	1.135169383		0.288622284	0.849658177	0.419984208	
pseudo_2303	0.001358915	0.997487364	0.247253589		0.003537529	0.006357323	0.000103595	
pseudo_2304	0.032131804	0.326240272	0.057053968		0.003563397	0.048963304	0.053131441	
pseudo_2305	0.014387615	0.06658999	0.021579915		0.07100364	0.00468328	0.052706592	
pseudo_2306	0.017167413	1.997475416	0.935390825		0.037152527	1.266918704	0.586130387	
pseudo_2307	0.222241745	1.131729986	0.054690191		0.082139685	0.026843906	0.021859435	
pseudo_2308	0.23594539	0.024044433	0.01883889		0.551315397	0.363415896	0.475654262	
pseudo_2309	0.865763219	0.078566039	0.088786991		0.096462573	0.368410181	0.133087417	
pseudo_231	0.336207804	0.058422014	0.044290309		0.032288052	0.050935078	0.02971898	
pseudo_2310	2.671254209	0.090302969	1.019984758		3.340269988	0.003937189	0.529266397	
pseudo_2311	0.12992122	1.895796987	1.270761838		0.142942117	1.05532265	0.692734039	
pseudo_2312	0.637493661	0.085846076	0.49085303		0.125958138	0.060415641	0.086748341	
pseudo_2313	0.036244237	0.00183214	0.019362335		0.073353641	0.016273438	0.002374885	
pseudo_2314	0.216407571	0.213116565	0.257770239		0.195764866	1.493616467	0.598339328	
pseudo_2315	0.021643359	0.023006604	2.73E-05		0.622030983	0.09902773	0.023272733	
pseudo_2316	0.041877176	0.018126508	0.003813943		0.114796047	0.177894201	0.093399515	
pseudo_2317	0.094052791	0.169775747	0.298584832		0.014365887	0.029869571	0.000605554	
pseudo_2318	1.529715462	0.99626232	1.669672328		1.661608057	1.447974078	2.058826852	
pseudo_2319	0.10549142	2.06697535	1.105409121		0.173462232	1.263417336	0.494960887	
pseudo_232	0.002220916	0.005733555	0.010489251		0.038109895	0.049401479	0.002098373	
pseudo_2320	0.242998666	0.124356572	0.159640592		0.019383371	0.300286379	0.071884779	
pseudo_2321	0.003352243	1.226324185	0.509563253		0.156948439	0.761385232	0.335900085	
pseudo_2322	0.395745177	1.648500995	1.691019306		2.247923012	1.062720726	2.082166397	
pseudo_2323	0.04348366	0.415301861	0.177748793		0.073850233	0.373989738	0.000922491	
pseudo_2324	0.28869196	1.288432236	0.377716806		0.391869252	1.74342883	1.348959162	
pseudo_2325	0.341929478	0.067819408	0.103856884		0.169609208	2.77E-06	0.022183618	
pseudo_2326	0.228451386	0.012043756	0.117838502		0.156276923	0.031803624	0.083509847	
pseudo_2327	0.054914968	0.524086227	0.242162151		0.791363837	0.776917121	0.519631245	
pseudo_2328	0.809310389	0.002270974	0.284979617		1.24213147	0.003894267	0.607613975	
pseudo_2329	0.090579229	0.001149025	0.046496188		0.661420694	0.473186182	1.032833731	
pseudo_233	0.192223849	0.547582676	0.790534389		0.094221972	1.515187616	0.400527982	
pseudo_2330	2.062025769	0.673919736	1.969818297		0.408444981	0.278962128	0.181501436	
pseudo_2331	0.065950143	0.141006149	0.013658009		0.80823745	0.169992565	0.476130134	
pseudo_2332	0.707285348	1.502332371	1.860269531		0.123660272	0.131897793	0.408943824	
pseudo_2333	0.040962512	0.124284267	0.092745761		2.193653961	0.014445976	1.064033772	
pseudo_2334	0.082002143	0.031359893	0.120810168		0.023727314	0.028397573	0.032099572	
pseudo_2335	0.045413244	1.5156174	0.110058818		0.134121941	0.547309007	0.071770278	
pseudo_2336	0.005576103	1.654752724	0.267120557		0.04030983	0.846406734	0.126072135	
pseudo_2337	0.096492772	0.094558707	0.0148191		0.05625853	0.324895904	0.104811366	
pseudo_2338	0.176672861	0.156041959	0.222464671		0.124324118	0.090883931	0.112569752	
pseudo_2339	1.625474373	0.735201538	1.393372021		1.460313695	0.350234159	1.36121934	
pseudo_234	0.011121022	0.002633599	0.001318479		0.32108414	0.03982968	0.037316866	
pseudo_2340	0.746030327	0.03993432	0.224898351		0.281483655	0.030640819	0.195481848	
pseudo_2341	0.070211825	0.015893135	0.002444126		0.012768196	0.030497466	0.069102031	
pseudo_2342	0.260864092	0.211549123	0.540329074		0.208275968	0.332982531	0.283828977	
pseudo_2343	0.090890777	0.436431208	0.287713891		0.118477564	0.079636589	0.063981334	
pseudo_2344	0.186646607	0.447334431	0.42134814		0.68000354	0.393951342	0.468694198	
pseudo_2345	0.041980262	1.364802546	0.665561942		0.024851372	0.452274163	0.160341871	
pseudo_2346	0.409299357	0.133907004	0.242265248		0.342346907	0.239585639	0.464857111	
pseudo_2347	0.006067637	0.372422715	0.154817272		0.040320777	0.616066848	0.433744437	
pseudo_2348	0.289812824	0.070779095	0.068032318		0.043682798	0.03814776	0.275851771	
pseudo_2349	0.186916948	0.502729698	0.791467262		0.041257875	0.737300265	0.31276542	
pseudo_235	0.080216094	0.509891349	0.108786714		0.085881094	1.939221657	1.208363923	
pseudo_2350	0.006314413	0.075666381	0.021288169		0.031697337	0.039769839	0.003209895	
pseudo_2351	1.271376709	7.502589073	1.778338772		1.100849069	3.854651333	2.153192206	
pseudo_2352	2.413373605	0.186072302	1.543431027		0.531924292	0.03989745	0.416289715	
pseudo_2353	0.055079601	0.017764645	0.002094213		0.044810917	0.491938298	0.071393243	
pseudo_2354	0.718378543	0.008915984	0.35103923		0.130311525	0.034256443	0.081180156	
pseudo_2355	0.181245414	0.473668565	0.916424007		0.214081069	0.459700056	0.23989509	
pseudo_2356	0.492544569	0.370073118	0.672039253		1.015522333	0.188278826	0.607329851	
pseudo_2357	0.07657908	0.069972806	0.099806626		0.118817964	0.040640735	0.025867774	
pseudo_2358	0.047598838	0.016253569	0.010867719		0.001317656	0.102108122	0.019190763	
pseudo_2359	0.080822414	0.851708941	0.407902777		0.751161695	2.904358008	1.076232896	
pseudo_236	1.45932238	0.106336399	0.726715805		0.111192691	0.004701585	0.048040215	
pseudo_2360	0.950602819	0.000340289	0.181483989		1.208336494	0.681521732	1.01153313	
pseudo_2361	0.02463714	0.312645369	0.047115563		0.055987882	0.097139581	0.048198646	
pseudo_2362	0.058224751	0.392270106	0.217991197		0.226047131	1.77329207	0.994062704	
pseudo_2363	0.512727401	0.023143279	0.203644239		0.057645303	0.015623604	0.000343622	
pseudo_2364	0.097036085	0.57747096	0.17685228		0.030113789	0.410179405	0.149836764	
pseudo_2365	0.403317837	0.403183113	0.701531358		0.739072101	0.2472718	0.605511134	
pseudo_2366	1.976055637	0.202942663	1.340088308		0.685054737	0.035565896	0.173067294	
pseudo_2367	0.188700031	0.862199604	0.752485288		0.192290961	0.553420863	0.343951016	
pseudo_2368	0.242907753	0.162437277	0.008911163		0.000177194	0.054699725	0.000139707	
pseudo_2369	0.016915484	0.005545315	0.05269594		0.012627734	0.08515972	0.118358931	
pseudo_237	0.898575565	1.55607433	1.97697761		0.044609501	1.385858685	0.614969542	
pseudo_2370	0.841291995	1.572384384	1.222052196		2.273598035	0.595528813	1.921563777	
pseudo_2371	0.107872425	0.160570966	0.012911427		0.0224984	0.319626949	0.111531572	
pseudo_2372	1.044957298	0.209641459	0.088405662		0.074102274	0.948826155	0.70702543	
pseudo_2373	1.733056615	0.467116409	1.526515821		2.164875728	1.597008925	2.414901306	
pseudo_2374	0.057124455	0.137476195	0.014143061		0.060772076	0.038698352	0.078277176	
pseudo_2375	0.006214024	0.382616107	0.091841567		0.047806459	0.343280906	0.110952009	
pseudo_2376	0.003873452	0.474301529	0.027179877		0.344008437	0.035402953	0.173715626	
pseudo_2377	0.004976957	0.65470562	0.158960439		0.070851637	0.35436617	0.488102629	
pseudo_2378	0.017010488	0.140673626	0.121953181		0.055782376	0.028805471	0.044250508	
pseudo_2379	0.210479237	0.02281413	0.103431087		0.028665183	1.055028005	0.001998399	
pseudo_238	3.349169026	1.767020751	3.53294319		0.871234799	1.441524526	1.556306473	
pseudo_2380	0.011649597	0.591445371	0.149508844		0.021639158	0.16804963	0.088742641	
pseudo_2381	0.005242794	0.042524464	0.201380303		0.246224712	0.01698005	0.129438041	
pseudo_2382	0.493041391	2.159248137	1.557804681		1.584892421	0.705780896	1.427294627	
pseudo_2383	0.038823164	0.010102404	0.075751754		0.117058261	0.099280445	0.123012066	
pseudo_2384	0.241163503	0.334375031	0.004631282		0.050414037	0.013696164	0.06125729	
pseudo_2385	0.503399002	0.477795515	0.38569181		1.633852987	0.376032278	1.774055636	
pseudo_2386	0.073132482	1.729157383	0.089802639		0.105204601	0.014249477	0.213251931	
pseudo_2387	2.736341074	0.330183496	1.98168611		0.082112967	0.076932861	0.041294836	
pseudo_2388	0.316793205	0.413320248	0.391276111		0.094404012	0.031976291	0.101985311	
pseudo_2389	0.00597956	0.396577191	0.507096639		0.015965695	1.990905978	0.600241623	
pseudo_239	0.87184463	0.151211811	0.196619007		0.070097481	0.108879432	0.01752153	
pseudo_2390	0.241047449	0.617152216	0.775682823		0.308829468	0.422305089	0.651836765	
pseudo_2391	1.154779754	0.045124755	0.164666759		0.618377405	0.60663421	0.004453625	
pseudo_2392	0.431804919	0.173098162	0.012533882		1.306829199	0.678054577	0.000297998	
pseudo_2393	0.164694589	0.067868183	0.151662525		1.064663767	0.210646345	0.45118895	
pseudo_2394	0.00654072	0.11047074	0.050001486		0.135063029	0.038094294	0.086537938	
pseudo_2395	0.00061749	0.450383179	0.155862155		0.140217288	6.57E-06	0.019735471	
pseudo_2396	0.397596766	0.006198465	0.277978143		0.112456961	0.113442033	0.042815382	
pseudo_2397	0.167485572	0.242850618	0.38711807		0.078793281	0.059313387	0.0799589	
pseudo_2398	0.113236378	0.003537449	0.044600063		0.049752586	0.330414406	0.179583201	
pseudo_2399	0.313790642	0.671652293	0.014994477		0.037918956	0.007718232	0.069091647	
pseudo_24	0.324427881	0.539032351	0.258571099		0.055221953	0.469438857	0.111187587	
pseudo_240	0.069022169	0.056108916	0.001018595		0.009186892	0.151412397	0.049131808	
pseudo_2400	1.537320394	0.085022589	0.910907236		1.614507309	0.333029485	0.984211916	
pseudo_2401	0.37555966	0.46296234	0.000314938		0.483314203	0.017953525	0.130068271	
pseudo_2402	0.93312672	0.006990184	0.20699185		0.382239875	0.032631822	0.111607736	
pseudo_2403	0.738705258	0.029870223	0.151775259		0.341321895	0.060025806	0.179161833	
pseudo_2404	0.261198879	0.222883924	0.055716536		0.362555635	6.08E-05	0.195495733	
pseudo_2405	0.068001477	2.157590781	1.103572643		0.764224827	0.814021252	1.270502619	
pseudo_2406	0.072244404	0.061309918	0.001943165		0.023680545	0.77557522	0.369557582	
pseudo_2407	0.068018091	0.674133743	0.183586124		0.266759654	0.647458647	0.797111231	
pseudo_2408	0.028003772	0.04538955	0.019904272		0.145390207	0.065739879	0.112760449	
pseudo_2409	0.234763084	0.341913299	0.305530929		0.178010625	0.865735358	0.042755599	
pseudo_241	0.498166505	2.188856	1.449473367		7.29E-05	2.879623881	0.707075155	
pseudo_2410	0.113100004	0.017344293	0.084430088		0.256666832	0.296417097	0.093470684	
pseudo_2411	0.259259071	0.029601917	0.131316851		0.002058325	0.024110996	0.000509143	
pseudo_2412	0.017902919	0.352989743	0.080671203		0.002635021	1.771861009	0.25092662	
pseudo_2413	0.07645062	0.142695971	0.039791231		0.096575317	0.228327666	0.302363869	
pseudo_2414	0.01130007	0.08104495	0.03716457		0.479580625	0.856595038	0.834554899	
pseudo_2415	0.208683799	0.055462017	0.033621767		0.101275701	0.51231823	0.428736884	
pseudo_2416	0.002853008	0.091396238	0.052152588		0.015349201	0.009911697	0.003986669	
pseudo_2417	0.328219901	0.165430949	0.565189864		0.399763764	0.00571688	0.152777636	
pseudo_2418	1.897084531	1.535598842	3.039432855		2.111213067	0.737881772	2.232356236	
pseudo_2419	0.149580588	1.041303718	0.863929052		0.052329193	0.184890675	0.259367252	
pseudo_242	0.200763846	0.095956767	0.383643982		0.24419606	0.020963856	0.004675742	
pseudo_2420	0.208642567	0.077116448	0.008366538		0.766947327	0.124497727	0.534313422	
pseudo_2421	0.0261297	0.022387842	0.023126365		0.038647923	0.012635323	0.007535547	
pseudo_2422	0.065097794	0.613200477	0.018143216		0.003305269	0.001100227	0.004779729	
pseudo_2423	0.013388507	0.059373348	0.03538733		0.156615518	0.804231487	0.022552375	
pseudo_2424	0.040805555	2.778524224	0.469877702		0.360710452	1.427743515	0.696701211	
pseudo_2425	0.247773393	0.334106357	0.277908292		0.444100606	0.273852476	0.412352553	
