NC_000014.9:+:61570538	ENST00000229465.10_1
NC_000007.14:-:106639907	ENST00000485282.5_1
NC_000007.14:-:144355684	ENST00000486094.5_1
NC_000007.14:-:141737901	ENST00000486906.1_1
NC_000007.14:-:144355367	ENST00000487102.5_1
NC_000007.14:-:149452	ENST00000487884.2_1
NC_000007.14:-:150372594	ENST00000488310.1_1
NC_000007.14:-:149873868	ENST00000488315.5_1
NC_000007.14:-:141738229	ENST00000488785.5_1
NC_000007.14:+:144207692	ENST00000489077.1_1
NC_000007.14:+:115789729	ENST00000489626.1_1
NC_000007.14:+:151409235	ENST00000489632.5_1
NC_000007.14:+:106775017	ENST00000490162.2_1
NC_000007.14:-:106732435	ENST00000490856.5_1
NC_000007.14:+:152679	ENST00000492208.1_1
NC_000007.14:+:144195788	ENST00000493248.5_1
NC_000007.14:+:150041363	ENST00000493400.1_1
NC_000007.14:-:144343300	ENST00000493539.1_1
NC_000007.14:-:107133732	ENST00000494849.3_1
NC_000007.14:-:129785184	ENST00000496217.1_1
NC_000007.14:-:144355519	ENST00000496968.5_1
NC_000007.14:-:149452	ENST00000497320.2_1
NC_000007.14:-:150383823	ENST00000497366.1_1
NC_000007.14:+:124334294	ENST00000497598.1_1
NC_000007.14:+:5072151	ENST00000498308.1_1
NC_000007.14:-:144256248	ENST00000498397.1_1
NC_000007.14:-:27152580	ENST00000498652.1_1
NC_000007.14:+:144194858	ENST00000498693.5_1
NC_000007.14:+:30157532	ENST00000511893.1_1
NC_000007.14:+:27121916	ENST00000517550.1_1
NC_000007.14:+:27115347	ENST00000517635.2_1
NC_000007.14:-:27247240	ENST00000517726.1_1
NC_000007.14:+:27107767	ENST00000518088.5_1
NC_000007.14:+:27129954	ENST00000518848.5_1
NC_000007.14:+:27147197	ENST00000518947.6_1
NC_000007.14:-:27242670	ENST00000519050.1_1
NC_000007.14:-:27244013	ENST00000519218.1_1
NC_000007.14:+:27168940	ENST00000519935.1_1
NC_000007.14:+:27122538	ENST00000521159.5_1
NC_000007.14:+:27140467	ENST00000521197.5_1
NC_000007.14:+:27147355	ENST00000521231.1_1
NC_000007.14:+:27113950	ENST00000522193.1_1
NC_000007.14:+:27120936	ENST00000523364.1_1
NC_000007.14:-:27241273	ENST00000523608.2_1
NC_000007.14:+:27151037	ENST00000524304.1_1
NC_000007.14:+:1570141	ENST00000532358.5_1
NC_000007.14:+:1570141	ENST00000533935.5_1
NC_000007.14:-:101824728	ENST00000560499.1_1
NC_000007.14:+:36319775	ENST00000561845.1_1
NC_000007.14:+:150341906	ENST00000563946.1_1
NC_000007.14:+:152464193	ENST00000564834.1_1
NC_000007.14:-:141513182	ENST00000565449.1_1
NC_000007.14:+:140177148	ENST00000566699.1_1
NC_000007.14:-:141551343	ENST00000567503.1_1
NC_000007.14:+:73985992	ENST00000567919.1_1
NC_000007.14:-:39949418	ENST00000569710.1_1
NC_000007.14:-:42902638	ENST00000569883.1_1
NC_000007.14:-:44986652	ENST00000577700.5_1
NC_000007.14:-:30561513	ENST00000577889.1_1
NC_000007.14:-:30577891	ENST00000578245.5_1
NC_000007.14:-:30561513	ENST00000578293.6_1
NC_000007.14:-:30561513	ENST00000578572.1_1
NC_000007.14:-:44986652	ENST00000578968.5_1
NC_000007.14:-:30594762	ENST00000578994.5_1
NC_000007.14:-:30594762	ENST00000579174.5_1
NC_000007.14:+:16210492	ENST00000579293.1_1
NC_000007.14:-:44986652	ENST00000579383.5_1
NC_000007.14:-:30594762	ENST00000580440.5_1
NC_000007.14:-:44986652	ENST00000580458.5_1
NC_000007.14:-:44986652	ENST00000580528.1_1
NC_000007.14:-:30563894	ENST00000580902.5_1
NC_000007.14:-:30594762	ENST00000581665.5_1
NC_000007.14:-:30594762	ENST00000581794.5_1
NC_000007.14:-:30573121	ENST00000582145.5_1
NC_000007.14:-:30594762	ENST00000582549.1_1
NC_000007.14:+:51017463	ENST00000582616.1_1
NC_000007.14:+:16210492	ENST00000582683.1_1
NC_000007.14:-:44986652	ENST00000582727.1_1
NC_000007.14:-:30552262	ENST00000582838.1_1
NC_000007.14:+:30525633	ENST00000583191.1_1
NC_000007.14:-:30576670	ENST00000584023.1_1
NC_000007.14:-:30573388	ENST00000584108.5_1
NC_000007.14:-:30594762	ENST00000584199.5_1
NC_000007.14:-:44986652	ENST00000584327.5_1
NC_000007.14:-:30573121	ENST00000584621.5_1
NC_000007.14:-:44986652	ENST00000585030.5_1
NC_000007.14:-:43048061	ENST00000585996.5_1
NC_000007.14:-:137164318	ENST00000586239.5_1
NC_000007.14:+:129953127	ENST00000587038.2_1
NC_000007.14:-:42963342	ENST00000588324.1_1
NC_000007.14:-:107078199	ENST00000589433.1_1
NC_000007.14:+:20096134	ENST00000590912.1_1
NC_000007.14:-:137182106	ENST00000592183.5_1
NC_000007.14:-:106770252	ENST00000592441.1_1
NC_000007.14:+:27099811	ENST00000593300.1_1
NC_000007.14:+:27115530	ENST00000593438.1_1
NC_000007.14:-:137164318	ENST00000593789.5_1
NC_000007.14:+:157110103	ENST00000594086.2_1
NC_000007.14:-:74727885	ENST00000594967.5_1
NC_000007.14:-:74727885	ENST00000595409.1_1
NC_000007.14:-:143222266	ENST00000595842.2_1
NC_000007.14:+:11378697	ENST00000595972.1_2
NC_000007.14:-:137164318	ENST00000597642.5_1
NC_000007.14:-:137164318	ENST00000598184.1_2
NC_000007.14:+:11227018	ENST00000599875.1_1
NC_000007.14:-:63900734	ENST00000600182.2_1
NC_000007.14:-:141664237	ENST00000602609.1_1
NC_000007.14:+:27158330	ENST00000602610.1_1
NC_000007.14:-:25949918	ENST00000602992.1_1
NC_000007.14:-:20331766	ENST00000603156.1_1
NC_000007.14:+:10940545	ENST00000604183.1_1
NC_000007.14:+:130790208	ENST00000604514.1_1
NC_000007.14:+:130507600	ENST00000604965.1_1
NC_000007.14:+:128690451	ENST00000605007.1_1
NC_000007.14:-:20331766	ENST00000605357.5_1
NC_000007.14:+:128666824	ENST00000605836.1_1
NC_000007.14:+:16471184	ENST00000605985.1_1
NC_000007.14:+:8304068	ENST00000606016.1_1
NC_000007.14:-:107192958	ENST00000607036.1_1
NC_000007.14:-:16594223	ENST00000607795.2_1
NC_000007.14:-:134432419	ENST00000607945.1_1
NC_000007.14:+:123749211	ENST00000607957.1_1
NC_000007.14:-:66740625	ENST00000607978.1_1
NC_000007.14:+:5428755	ENST00000608012.1_1
NC_000007.14:+:154951387	ENST00000608064.1_1
NC_000007.14:+:30424672	ENST00000608195.1_1
NC_000007.14:-:139359693	ENST00000608266.1_1
NC_000007.14:+:32845394	ENST00000608314.1_1
NC_000007.14:+:155003453	ENST00000608317.1_1
NC_000007.14:-:26174954	ENST00000608362.1_1
NC_000007.14:+:99766543	ENST00000608397.1_1
NC_000007.14:+:74606800	ENST00000608433.1_1
NC_000007.14:+:107942116	ENST00000608515.1_1
NC_000007.14:-:128264888	ENST00000608625.1_1
NC_000007.14:-:129611653	ENST00000608694.1_1
NC_000007.14:+:95416188	ENST00000608730.1_1
NC_000007.14:-:7552782	ENST00000608770.1_1
NC_000007.14:-:72925015	ENST00000608799.1_1
NC_000007.14:-:7564435	ENST00000608807.1_1
NC_000007.14:+:135168352	ENST00000608819.1_1
NC_000007.14:-:149881859	ENST00000608912.1_1
NC_000007.14:+:5425764	ENST00000609130.1_1
NC_000007.14:+:154956429	ENST00000609134.1_1
NC_000007.14:+:32758882	ENST00000609151.1_1
NC_000007.14:-:134432419	ENST00000609209.1_1
NC_000007.14:+:106285454	ENST00000609281.1_1
NC_000007.14:-:7554752	ENST00000609307.1_1
NC_000007.14:+:135704626	ENST00000609370.1_1
NC_000007.14:-:43059549	ENST00000609382.3_1
NC_000007.14:+:28980010	ENST00000609389.5_1
NC_000007.14:+:149890739	ENST00000609463.1_1
NC_000007.14:-:7567011	ENST00000609497.5_1
NC_000007.14:-:134432419	ENST00000609619.1_1
NC_000007.14:+:143362979	ENST00000609674.1_1
NC_000007.14:+:67333884	ENST00000609770.1_1
NC_000007.14:+:5556529	ENST00000609813.1_1
NC_000007.14:-:155297657	ENST00000609974.1_1
NC_000007.14:-:107744024	ENST00000609979.1_1
NC_000007.14:-:130490976	ENST00000610046.2_1
NC_000007.14:+:98322853	ENST00000610062.1_1
NC_000007.14:-:148698666	ENST00000610085.1_1
NC_000007.14:-:87345503	ENST00000610086.1_1
NC_000007.14:-:5428911	ENST00000610122.1_1
NC_000007.14:+:66903233	ENST00000610177.1_1
NC_000007.14:-:131497693	ENST00000610193.1_1
NC_000007.14:-:107580148	ENST00000610269.1_1
NC_000007.14:+:11192777	ENST00000611449.1_1
NC_000007.14:+:79458390	ENST00000611793.1_1
NC_000007.14:+:1570141	ENST00000612019.1_1
NC_000007.14:-:128953315	ENST00000613068.1_1
NC_000007.14:-:9189784	ENST00000613936.4_1
NC_000007.14:-:9189856	ENST00000614137.1_1
NC_000007.14:-:9189784	ENST00000614289.1_1
NC_000007.14:+:11376996	ENST00000616268.4_1
NC_000007.14:-:87345503	ENST00000616845.1_1
NC_000007.14:+:79453596	ENST00000618186.4_1
NC_000007.14:-:73611501	ENST00000619486.1_1
NC_000007.14:-:74728888	ENST00000619652.1_1
NC_000007.14:-:84940256	ENST00000623112.1_1
NC_000007.14:-:127350292	ENST00000623124.1_1
NC_000007.14:-:90346606	ENST00000623448.1_1
NC_000007.14:+:149851572	ENST00000623941.1_1
NC_000007.14:-:49762763	ENST00000624154.1_1
NC_000007.14:+:66474556	ENST00000624570.1_1
NC_000007.14:-:76045962	ENST00000624598.1_1
NC_000007.14:+:156540491	ENST00000625073.1_1
NC_000007.14:+:17940597	ENST00000625121.1_1
NC_000007.14:-:66542623	ENST00000625310.1_1
NC_000007.14:-:30552262	ENST00000625565.2_1
NC_000007.14:+:122328492	ENST00000626241.2_1
NC_000007.14:-:30524379	ENST00000626245.1_1
NC_000007.14:-:30561513	ENST00000626902.2_1
NC_000007.14:-:107662151	ENST00000627161.2_1
NC_000007.14:+:11193359	ENST00000627878.2_1
NC_000007.14:+:30390885	ENST00000628121.1_1
NC_000007.14:-:43076378	ENST00000628246.2_1
NC_000007.14:+:32760279	ENST00000628855.1_1
NC_000007.14:-:43113930	ENST00000629291.2_1
NC_000007.14:+:38341676	ENST00000629357.1_1
NC_000007.14:+:88239418	ENST00000629560.2_1
NC_000007.14:+:38341676	ENST00000629576.1_1
NC_000007.14:-:43073403	ENST00000631050.2_1
NC_000007.14:+:88279573	ENST00000631117.2_1
NC_000007.14:-:30561513	ENST00000631229.2_1
NC_000007.14:+:65269377	ENST00000632111.1_1
NC_000007.14:-:35503	ENST00000632586.1_1
NC_000007.14:-:35503	ENST00000633163.1_1
NC_000007.14:-:65770733	ENST00000633579.1_1
NC_000007.14:-:31267	ENST00000635373.1_1
NC_000007.14:+:106824883	ENST00000636036.1_1
NC_000007.14:-:17524174	ENST00000636929.1_1
NC_000007.14:-:150341628	ENST00000223271.7_1
NC_000007.14:-:122144248	ENST00000417368.6_1
NC_000007.14:-:122086158	ENST00000460376.5_1
NC_000007.14:+:26184142	ENST00000606261.1_1
NC_000007.14:-:21946183	ENST00000406877.7_1
NC_000007.14:+:26152208	ENST00000056233.3_1
NC_000007.14:-:122133614	ENST00000393376.5_1
NC_000007.14:-:44141328	ENST00000223364.7_1
NC_000007.14:-:83641430	ENST00000427262.5_1
NC_000007.14:+:142749471	ENST00000311737.11_1
NC_000007.14:-:44141328	ENST00000476118.1_1
NC_000007.14:-:44141328	ENST00000457314.5_2
NC_000007.14:-:83649112	ENST00000307792.7_1
NC_000007.14:-:151248943	ENST00000262188.12_1
NC_000007.14:-:151276733	ENST00000356800.6_1
NC_000007.14:-:151277141	ENST00000392811.6_1
NC_000007.14:-:151246163	ENST00000460431.1_1
NC_000007.14:-:151275252	ENST00000469154.5_1
NC_000007.14:-:151241626	ENST00000470588.1_1
NC_000007.14:-:151243686	ENST00000472103.5_1
NC_000007.14:-:151240172	ENST00000472789.1_1
NC_000007.14:-:151254500	ENST00000477169.5_1
NC_000007.14:-:151248693	ENST00000485610.5_1
NC_000007.14:-:151242756	ENST00000489503.5_1
NC_000007.14:-:151239698	ENST00000496530.1_1
NC_000007.14:+:27242726	ENST00000496902.6_1
NC_000017.11:+:12549966	ENST00000313495.6_1
NC_000017.11:+:74590502	ENST00000328023.2_1
NC_000017.11:-:81309249	ENST00000332012.5_1
NC_000017.11:-:1716209	ENST00000334146.7_1
NC_000017.11:-:43388324	ENST00000341011.11_1
NC_000017.11:+:17858227	ENST00000354746.4_1
NC_000017.11:+:77088752	ENST00000366365.2_2
NC_000017.11:-:78278587	ENST00000374945.1_1
NC_000017.11:+:49845694	ENST00000376609.1_1
NC_000017.11:+:46193599	ENST00000398275.4_1
NC_000017.11:+:39619613	ENST00000398554.1_1
NC_000017.11:-:32143171	ENST00000398832.2_1
NC_000017.11:+:30576464	ENST00000398849.6_1
NC_000017.11:-:19159110	ENST00000399083.1_1
NC_000017.11:+:19093240	ENST00000399091.1_1
NC_000017.11:+:19093240	ENST00000399093.2_1
NC_000017.11:-:7012336	ENST00000399540.2_1
NC_000017.11:-:7012336	ENST00000399541.6_1
NC_000017.11:-:47941391	ENST00000411573.6_1
NC_000017.11:+:52862104	ENST00000412360.1_1
NC_000017.11:+:5111951	ENST00000413077.1_1
NC_000017.11:+:28599169	ENST00000414744.2_1
NC_000017.11:-:7584085	ENST00000415124.1_1
NC_000017.11:+:81941928	ENST00000415556.1_1
NC_000017.11:+:50866798	ENST00000416263.3_1
NC_000017.11:-:42898703	ENST00000417193.5_1
NC_000017.11:+:20868526	ENST00000417232.6_1
NC_000017.11:-:7584085	ENST00000417897.1_1
NC_000017.11:-:45248349	ENST00000420431.2_1
NC_000017.11:-:18529327	ENST00000420856.6_2
NC_000017.11:-:13792549	ENST00000423323.2_1
NC_000017.11:+:20938565	ENST00000423473.6_1
NC_000017.11:+:19203833	ENST00000424109.6_1
NC_000017.11:+:28611932	ENST00000424210.1_1
NC_000017.11:+:1516924	ENST00000425081.2_1
NC_000017.11:-:18541919	ENST00000425211.5_1
NC_000017.11:-:48639319	ENST00000425510.1_1
NC_000017.11:-:21574460	ENST00000426261.6_1
NC_000017.11:-:43224460	ENST00000427995.1
NC_000017.11:-:16981404	ENST00000428142.1_1
NC_000017.11:+:19203825	ENST00000428348.6_1
NC_000017.11:+:48592245	ENST00000429755.8_1
NC_000017.11:-:72025961	ENST00000430908.6_1
NC_000017.11:+:81514055	ENST00000430912.1_1
NC_000017.11:+:4972611	ENST00000430920.1_1
NC_000017.11:+:30607614	ENST00000431308.5_1
NC_000017.11:-:48647034	ENST00000433510.2_1
NC_000017.11:+:45452844	ENST00000433601.1_1
NC_000017.11:-:43305847	ENST00000433702.2
NC_000017.11:+:69594785	ENST00000433856.5_1
NC_000017.11:-:15743790	ENST00000434017.1_1
NC_000017.11:+:77088752	ENST00000434411.5_1
NC_000017.11:-:72116121	ENST00000434703.5_1
NC_000017.11:+:19077783	ENST00000435028.6_1
NC_000017.11:+:48544350	ENST00000435312.5_1
NC_000017.11:+:32876756	ENST00000435733.1_1
NC_000017.11:+:19457080	ENST00000435953.2_1
NC_000017.11:+:20948930	ENST00000437829.5_1
NC_000017.11:-:5020053	ENST00000438266.1_1
NC_000017.11:+:1181626	ENST00000438344.1_1
NC_000017.11:+:21214343	ENST00000439136.2_1
NC_000017.11:+:20868526	ENST00000439794.6_1
NC_000017.11:+:30607614	ENST00000440026.1_1
NC_000017.11:-:72119546	ENST00000440093.6_1
NC_000017.11:-:13306770	ENST00000440522.1_1
NC_000017.11:-:44905007	ENST00000441312.1_1
NC_000017.11:+:19077775	ENST00000442355.6_1
NC_000017.11:+:81519059	ENST00000442532.1_1
NC_000017.11:+:16040472	ENST00000442828.2_1
NC_000017.11:+:20921078	ENST00000443508.6_1
NC_000017.11:-:7019658	ENST00000443997.1_1
NC_000017.11:+:32905662	ENST00000444464.1_1
NC_000017.11:-:12706134	ENST00000445508.1_1
NC_000017.11:+:76557768	ENST00000448136.5_1
NC_000017.11:-:14069478	ENST00000449363.1_1
NC_000017.11:-:50767517	ENST00000450727.5_1
NC_000017.11:-:19306176	ENST00000451099.1_1
NC_000017.11:-:47941391	ENST00000451140.6_1
NC_000017.11:+:59106455	ENST00000451775.1_1
NC_000017.11:-:45159423	ENST00000452741.1_1
NC_000017.11:-:72592803	ENST00000453722.6_1
NC_000017.11:+:45620345	ENST00000455565.5_1
NC_000017.11:-:17677687	ENST00000456090.2_1
NC_000017.11:-:41554494	ENST00000456403.1_1
NC_000017.11:-:19460959	ENST00000456537.5_1
NC_000017.11:+:66676334	ENST00000457168.2_1
NC_000017.11:-:72592339	ENST00000457958.6_1
NC_000017.11:+:14210382	ENST00000458492.1_1
NC_000017.11:+:69004714	ENST00000458677.1_1
NC_000017.11:+:16439308	ENST00000460249.5_1
NC_000017.11:-:19174427	ENST00000460772.6_1
NC_000017.11:+:48629494	ENST00000462131.1_1
NC_000017.11:+:48557150	ENST00000464382.2_1
NC_000017.11:+:48549488	ENST00000465846.6_1
NC_000017.11:-:414112	ENST00000466740.2_1
NC_000017.11:+:48590419	ENST00000467155.6_1
NC_000017.11:-:21574507	ENST00000468381.2_1
NC_000017.11:+:16439036	ENST00000470491.6_1
NC_000017.11:+:16439308	ENST00000472367.5_1
NC_000017.11:+:72030634	ENST00000472655.3_1
NC_000017.11:+:48590419	ENST00000474040.5_1
NC_000017.11:+:48595939	ENST00000474324.1_1
NC_000017.11:+:16439036	ENST00000475947.6_1
NC_000017.11:+:16439036	ENST00000475953.5_1
NC_000017.11:+:48590419	ENST00000476204.5_1
NC_000017.11:+:48595939	ENST00000477144.1_1
NC_000017.11:+:16439036	ENST00000477249.6_1
NC_000017.11:+:16439308	ENST00000478103.6_1
NC_000017.11:+:48705206	ENST00000478824.1_1
NC_000017.11:+:48628675	ENST00000480386.1_1
NC_000017.11:+:16439308	ENST00000480811.5_1
NC_000017.11:+:48590419	ENST00000480872.5_1
NC_000017.11:+:16439308	ENST00000481027.5_1
NC_000017.11:+:16439036	ENST00000481898.5_1
NC_000017.11:+:48595939	ENST00000481995.5_1
NC_000017.11:+:16439308	ENST00000483140.5_1
NC_000017.11:+:16439308	ENST00000483588.2_1
NC_000017.11:+:16439308	ENST00000484836.1_1
NC_000017.11:+:16439036	ENST00000487066.5_1
NC_000017.11:+:16439308	ENST00000491009.5_1
NC_000017.11:+:48601903	ENST00000491264.5_1
NC_000017.11:+:16439036	ENST00000492250.5_1
NC_000017.11:+:48683367	ENST00000492522.3_1
NC_000017.11:+:48592245	ENST00000492897.3_1
NC_000017.11:+:76557768	ENST00000493536.5_1
NC_000017.11:+:48601903	ENST00000494420.1_1
NC_000017.11:-:19174435	ENST00000495691.2_1
NC_000017.11:+:16439036	ENST00000497774.5_1
NC_000017.11:+:4704205	ENST00000497885.1_1
NC_000017.11:-:74213341	ENST00000499670.2_1
NC_000017.11:-:50508340	ENST00000502300.1_1
NC_000017.11:-:50767517	ENST00000502517.5_1
NC_000017.11:+:48546678	ENST00000502764.2_1
NC_000017.11:-:49013752	ENST00000504865.3_1
NC_000017.11:+:48543380	ENST00000504972.3_1
NC_000017.11:-:48997786	ENST00000505903.1_1
NC_000017.11:+:49362381	ENST00000507337.1_1
NC_000017.11:+:48545221	ENST00000508688.5_1
NC_000017.11:-:50559459	ENST00000508920.1_1
NC_000017.11:-:50538680	ENST00000509260.1_1
NC_000017.11:+:50208955	ENST00000509943.1_1
NC_000017.11:+:49361180	ENST00000510360.6_1
NC_000017.11:+:49375380	ENST00000511322.1_1
NC_000017.11:+:49996776	ENST00000511867.1_1
NC_000017.11:+:49708368	ENST00000512720.1_1
NC_000017.11:-:50538680	ENST00000513017.1_1
NC_000017.11:-:50564295	ENST00000513378.1_1
NC_000017.11:+:50867127	ENST00000514358.1_1
NC_000017.11:+:50214694	ENST00000514468.1_1
NC_000017.11:+:49914337	ENST00000518420.1_1
NC_000017.11:+:50908694	ENST00000519432.1_1
NC_000017.11:-:50161515	ENST00000523083.1_1
NC_000017.11:-:47423421	ENST00000523101.1_1
NC_000017.11:+:50866798	ENST00000523470.1_1
NC_000017.11:+:74584679	ENST00000524389.5_1
NC_000017.11:-:72089211	ENST00000533039.2_1
NC_000017.11:+:72030634	ENST00000538693.1_1
NC_000017.11:+:72030634	ENST00000538810.5_1
NC_000017.11:-:72057733	ENST00000540802.1_1
NC_000017.11:+:6651761	ENST00000542475.2_1
NC_000017.11:-:17778589	ENST00000543475.1_1
NC_000017.11:-:48582255	ENST00000548801.1_1
NC_000017.11:+:28599169	ENST00000556050.1_1
NC_000017.11:+:60526309	ENST00000558027.1_1
NC_000017.11:+:37745186	ENST00000558143.1
NC_000017.11:+:60526309	ENST00000559739.1_1
NC_000017.11:-:80454711	ENST00000562672.2_1
NC_000017.11:+:44221401	ENST00000563394.1_1
NC_000017.11:-:20531118	ENST00000563569.1_1
NC_000017.11:-:76969203	ENST00000563583.1_1
NC_000017.11:-:76969203	ENST00000564292.5_1
NC_000017.11:-:20009256	ENST00000564549.1_1
NC_000017.11:-:28267106	ENST00000564762.1_1
NC_000017.11:+:43938260	ENST00000565120.1_1
NC_000017.11:+:77088752	ENST00000565256.1_1
NC_000017.11:+:76671927	ENST00000565271.1_1
NC_000017.11:-:60088314	ENST00000566140.5_1
NC_000017.11:+:18268080	ENST00000566532.1_1
NC_000017.11:-:34183631	ENST00000566930.6_1
NC_000017.11:-:82382689	ENST00000566971.2_1
NC_000017.11:+:82292977	ENST00000566986.1_1
NC_000017.11:-:10659081	ENST00000569543.1_1
NC_000017.11:+:81228699	ENST00000569559.1_1
NC_000017.11:-:81385175	ENST00000570301.5_1
NC_000017.11:-:80204674	ENST00000570309.1_1
NC_000017.11:-:47021622	ENST00000570314.1_1
NC_000017.11:-:83227720	ENST00000570366.1_1
NC_000017.11:-:47067498	ENST00000570379.1_1
NC_000017.11:+:46035294	ENST00000570454.1_1
NC_000017.11:-:4733332	ENST00000570493.2_1
NC_000017.11:+:79800556	ENST00000570512.2_1
NC_000017.11:+:331225	ENST00000570711.5_1
NC_000017.11:+:5113773	ENST00000570712.1_1
NC_000017.11:-:765327	ENST00000570809.1_1
NC_000017.11:+:82578016	ENST00000570869.1_1
NC_000017.11:-:82734142	ENST00000570919.1_1
NC_000017.11:+:1423602	ENST00000570924.1_1
NC_000017.11:-:81379742	ENST00000570929.1_1
NC_000017.11:+:80023899	ENST00000570952.1_1
NC_000017.11:+:523148	ENST00000570974.1_1
NC_000017.11:-:7012336	ENST00000571010.4_1
NC_000017.11:+:82917988	ENST00000571113.1_1
NC_000017.11:+:5111631	ENST00000571138.5_1
NC_000017.11:-:47021665	ENST00000571143.1_1
NC_000017.11:-:7686414	ENST00000571370.1_1
NC_000017.11:-:1716209	ENST00000571595.5_1
NC_000017.11:+:5192072	ENST00000571689.1_1
NC_000017.11:+:3721628	ENST00000571741.1_1
NC_000017.11:+:2384784	ENST00000571775.1_1
NC_000017.11:+:2089737	ENST00000571815.1_1
NC_000017.11:-:47067498	ENST00000571901.5_1
NC_000017.11:-:55872938	ENST00000571972.1_1
NC_000017.11:-:81020917	ENST00000572036.1_1
NC_000017.11:-:7583548	ENST00000572046.1_1
NC_000017.11:-:81385381	ENST00000572077.5_1
NC_000017.11:+:47169881	ENST00000572193.1_1
NC_000017.11:-:46923049	ENST00000572349.1_1
NC_000017.11:-:7012336	ENST00000572385.5_1
NC_000017.11:-:2043422	ENST00000572404.1_1
NC_000017.11:-:7019658	ENST00000572453.1_1
NC_000017.11:+:352608	ENST00000572499.1_1
NC_000017.11:-:7019658	ENST00000572547.1_1
NC_000017.11:+:82745068	ENST00000572594.1_1
NC_000017.11:+:46195819	ENST00000572634.1_1
NC_000017.11:-:80205621	ENST00000572730.1_1
NC_000017.11:-:2045069	ENST00000572790.1_1
NC_000017.11:-:5372178	ENST00000572792.1_1
NC_000017.11:-:3176934	ENST00000572821.5_1
NC_000017.11:+:52389828	ENST00000572848.1_1
NC_000017.11:-:47100284	ENST00000572864.5_1
NC_000017.11:+:2712015	ENST00000572876.1_1
NC_000017.11:-:9647683	ENST00000572923.1_1
NC_000017.11:+:46193599	ENST00000572973.1_1
NC_000017.11:-:2377907	ENST00000573007.1_1
NC_000017.11:-:1716209	ENST00000573075.5_1
NC_000017.11:-:1716209	ENST00000573127.5_1
NC_000017.11:-:7583548	ENST00000573187.1_1
NC_000017.11:-:6995188	ENST00000573222.1_1
NC_000017.11:+:4610562	ENST00000573270.1_1
NC_000017.11:-:50910336	ENST00000573301.1_1
NC_000017.11:+:83103974	ENST00000573312.1_1
NC_000017.11:-:47100284	ENST00000573341.5_1
NC_000017.11:-:80205474	ENST00000573346.5_1
NC_000017.11:+:4163910	ENST00000573371.1_1
NC_000017.11:-:80415116	ENST00000573394.1_1
NC_000017.11:-:3578852	ENST00000573568.1_1
NC_000017.11:+:331637	ENST00000573601.1_1
